"country","disease","recommendation","source_url"
"Kenya","Cholera","Areas of active cholera transmission are localized to the counties of Garissa (last case reported 6-9 months ago), Kisumu (last case reported 9-12 months ago), Kwale (last case reported 9-12 months ago), Migori (last case reported 3-6 months ago), Mombasa (last case reported 9-12 months ago), Nairobi (last case reported 6-9 months ago), Narok (last case reported 6-9 months ago), and Turkana (last case reported 6-9 months ago) in Kenya. Cholera is rare in travelers. Certain factors may increase the risk of getting cholera or having severe disease (more information). Avoiding unsafe food and water and washing your hands can also help prevent cholera. Vaccination may be considered for children and adults who are traveling to areas of active cholera transmission.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Kenya. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Kenya. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Kenya.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Malaria","CDC recommends that travelers going to certain areas of Kenya take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take. Transmission areas All areas (including game parks) <2,500 m (<8,200 ft) elevation; rare cases in the highly urbanized central part of the city of Nairobi (the capital) Drug resistance1 Chloroquine Species P. falciparum (primarily) P. malariae, P. ovale, and P. vivax (less commonly) Recommended chemoprophylaxis Atovaquone-proguanil, doxycycline, mefloquine, tafenoquine2 Highly urbanized central part of the city of Nairobi: No chemoprophylaxis recommended (insect bite precautions and mosquito avoidance only)4 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Meningococcal disease","Recommended for travelers 2 months old or older traveling to areas of Kenya that are part of the meningitis belt during the dry season (roughly December to June).","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Monkeypox","Monkeypox vaccination is recommended for people who anticipate any of the following activities during travel to countries with ongoing person-to-person transmission of clade I monkeypox: Sex with a new partner Sex at a commercial sex venue (e.g., sex club or bathhouse) Sex or intimate contact (e.g. massage) in exchange for money, goods, drugs, or other trade Sex in association with a large public event (e.g., rave, party, or festival) Get your first monkeypox vaccine at least 6 weeks before traveling if possible. After completing your first and second vaccine doses, which are given 4 weeks apart, it takes about 2 more weeks to get the best protection against monkeypox. Whether or not you've been vaccinated, continue to reduce your risk of getting monkeypox.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Rabies","Dogs infected with rabies are commonly found in Kenya. Rabies is also present in some terrestrial wildlife species. If rabies exposures occur while in Kenya, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kenya","Yellow Fever","CDC recommendations: Vaccine is recommended for all travelers ≥9 months old except as follows. Vaccine is generally not recommended for travel limited to: the city of Nairobi (the capital); the counties of the former North Eastern Province (Mandera, Wajir, and Garissa); or the counties (except Taita-Taveta) of the former Coast Province (Kilifi, including the city of Malindi; Kwale; Lamu; Mombasa, including the city of Mombasa; Tana River).b Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥1 year old.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kenya"
"Kiribati","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Kiribati. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Kiribati.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Rabies","Dogs infected with rabies are not commonly found in Kiribati. If rabies exposures occur while in Kiribati, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kiribati","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Vaccine is not required. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kiribati"
"Kosovo","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kosovo"
"Kosovo","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kosovo"
"Kosovo","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/kosovo"
